主管单位,报考单位,报考职位,计划招考人数,报考人数,审核通过人数,交费人数
云阳县,云阳县平安镇人民政府,农业农村,1,4,0,0
云阳县,云阳县宝坪镇人民政府,信息技术,1,3,0,0
云阳县,云阳县沙市镇人民政府,农业农村,1,1,0,0
云阳县,云阳县大阳镇人民政府,信息技术,1,4,0,0
云阳县,云阳县大阳镇人民政府,农业农村,1,2,0,0
云阳县,云阳县故陵镇人民政府,工程建设,1,9,0,0
云阳县,云阳县红狮镇人民政府,经济发展,1,1,0,0
云阳县,云阳县耀灵镇人民政府,城乡建设,1,11,0,0
云阳县,云阳县双土镇人民政府,财务管理,1,1,0,0
云阳县,云阳县云安镇人民政府,财务管理,1,1,0,0
云阳县,云阳县云阳镇人民政府,信息技术,1,1,0,0
云阳县,云阳县新津乡人民政府,财务管理,1,6,0,0
云阳县,云阳县乡镇机关,综合管理1,5,20,0,0
云阳县,云阳县乡镇机关,综合管理2,4,11,0,0
云阳县,云阳县乡镇机关,综合管理3,4,8,0,0
云阳县,云阳县乡镇机关,综合管理4,5,608,0,0
云阳县,云阳县乡镇机关,综合管理5,2,48,0,0
云阳县,云阳县青龙街道办事处,经济发展,1,5,0,0
云阳县,云阳县双江街道办事处,综合管理,1,3,0,0
云阳县,云阳县盘龙街道办事处,信息技术,1,3,0,0
云阳县,云阳县盘龙街道办事处,经济发展,1,4,0,0
云阳县,云阳县人和街道办事处,农业农村,1,4,0,0
云阳县,云阳县人和街道办事处,法治建设,1,4,0,0
云阳县,云阳县黄石街道办事处,环境建设,1,4,0,0
云阳县,云阳县监委派出监察室,监察1,2,5,0,0
云阳县,云阳县监委派出监察室,监察2,2,5,0,0
云阳县,云阳县发展和改革委员会,经济发展1,1,2,0,0
云阳县,云阳县发展和改革委员会,经济发展2,1,1,0,0
云阳县,云阳县发展和改革委员会,项目管理,1,7,0,0
云阳县,云阳县教育委员会,综合管理,1,14,0,0
云阳县,云阳县经济信息委,招商引资,1,2,0,0
云阳县,云阳县财政局,财务管理1,1,3,0,0
云阳县,云阳县财政局,财务管理2,1,8,0,0
云阳县,云阳县财政局,财务管理3,1,5,0,0
云阳县,云阳县人力社保局,综合管理1,1,2,0,0
云阳县,云阳县人力社保局,综合管理2,1,5,0,0
云阳县,云阳县人力社保局,综合管理3,1,15,0,0
云阳县,云阳县住房城乡建委,城乡建设1,1,8,0,0
云阳县,云阳县住房城乡建委,城乡建设2,1,13,0,0
云阳县,云阳县交通运输委,交通运输,1,8,0,0
云阳县,云阳县林业局,综合管理,1,7,0,0
云阳县,云阳县水利局,技术管理1,1,12,0,0
云阳县,云阳县水利局,技术管理2,1,7,0,0
云阳县,云阳县水利局,财务管理,1,3,0,0
云阳县,云阳县农业农村委,农业管理1,1,6,0,0
云阳县,云阳县农业农村委,农业管理2,1,9,0,0
云阳县,云阳县农业农村委,农业管理3,1,3,0,0
云阳县,云阳县文化旅游委,文旅产业发展,1,27,0,0
云阳县,云阳县文化旅游委,文旅推广,1,15,0,0
云阳县,云阳县卫生健康委,财务管理,1,2,0,0
云阳县,云阳工业园区管委会,经济发展1,1,8,0,0
云阳县,云阳工业园区管委会,经济发展2,1,3,0,0
云阳县,云阳工业园区管委会,规划建设,1,0,0,0
云阳县,云阳县市场监管局,基层市场监管1,2,2,0,0
云阳县,云阳县市场监管局,基层市场监管2,2,12,0,0
云阳县,云阳县市场监管局,基层市场监管3,1,1,0,0
云阳县,云阳县市场监管局,基层市场监管4,1,3,0,0
云阳县,云阳县市场监管局,基层市场监管5,1,4,0,0
云阳县,云阳县市场监管局,基层市场监管6,2,8,0,0
云阳县,云阳县市场监管局,基层市场监管7,1,3,0,0
云阳县,云阳县市场监管局,基层市场监管8,1,4,0,0
云阳县,云阳县市场监管局,综合管理,1,4,0,0
云阳县,云阳县市场监管局,综合行政执法,1,0,0,0
云阳县,云阳县司法局,司法行政,1,6,0,0
云阳县,云阳县司法局,财务管理,1,5,0,0
云阳县,云阳县公共资源综合交易管理事务中心（参照）,项目管理,1,1,0,0
云阳县,云阳县殡葬管理所（参照）,综合管理,1,18,0,0
云阳县,云阳县民政局婚姻登记处（参照）,综合管理,1,25,0,0
云阳县,云阳县老龄工作事务中心（参照）,财务管理,1,0,0,0
云阳县,云阳县法律援助中心（参照）,法律援助,1,5,0,0
云阳县,云阳县国资管理服务中心（参照）,综合管理,1,3,0,0
云阳县,云阳县国资管理服务中心（参照）,经济发展1,1,4,0,0
云阳县,云阳县国资管理服务中心（参照）,经济发展2,1,2,0,0
云阳县,云阳县财政国库集中收付中心（参照）,财务管理1,1,2,0,0
云阳县,云阳县财政国库集中收付中心（参照）,财务管理2,1,2,0,0
云阳县,云阳县社会保险事务中心（参照）,综合管理,1,2,0,0
云阳县,云阳县社会保险事务中心（参照）,工伤待遇审批,1,2,0,0
云阳县,云阳县劳动人事争议仲裁院（参照）,综合管理1,1,0,0,0
云阳县,云阳县劳动人事争议仲裁院（参照）,综合管理2,1,3,0,0
云阳县,云阳县医疗保障事务中心（参照）,基金核查,1,9,0,0
云阳县,长江三峡云阳库区水库管理中心（参照）,技术管理1,1,3,0,0
云阳县,长江三峡云阳库区水库管理中心（参照）,技术管理2,1,2,0,0
云阳县,云阳县农业经济管理服务站（参照）,农村土地管理,1,1,0,0
云阳县,云阳县农业经济管理服务站（参照）,农业经济管理,1,5,0,0
云阳县,云阳县交通运输综合行政执法支队（参照）,综合执法,1,1,0,0
云阳县,云阳县交通运输综合行政执法支队（参照）,工程质量监督执法,1,1,0,0
云阳县,云阳县农业综合行政执法支队（参照）,派驻屠宰检疫,2,3,0,0
云阳县,云阳县文化市场综合行政执法支队（参照）,文化行政执法,1,8,0,0
云阳县,云阳县公安局,基层执法勤务1,2,3,0,0
云阳县,云阳县公安局,基层执法勤务2,2,12,0,0
云阳县,云阳县公安局,基层执法勤务3,2,7,0,0
云阳县,云阳县公安局,基层执法勤务4,2,0,0,0
奉节县,奉节县乡镇机关,综合管理1,6,57,17,8
奉节县,奉节县乡镇机关,综合管理2,5,31,9,3
奉节县,奉节县乡镇机关,综合管理3,5,51,21,4
奉节县,奉节县乡镇机关,综合管理4,4,47,18,7
奉节县,奉节县乡镇机关,综合管理5,1,82,3,2
奉节县,奉节县乡镇机关,综合管理6,1,76,0,0
奉节县,奉节县乡镇机关,综合管理7,5,10,1,1
奉节县,奉节县乡镇机关,综合管理8,4,5,1,0
奉节县,奉节县乡镇机关,综合管理9,2,7,0,0
奉节县,奉节县乡镇机关,综合管理10,1,0,0,0
奉节县,奉节县乡镇机关,综合管理11,1,6,0,0
奉节县,奉节县乡镇机关,财务管理1,6,6,2,1
奉节县,奉节县乡镇机关,财务管理2,5,12,5,0
奉节县,奉节县永安街道办事处,综合管理,1,8,2,1
奉节县,奉节县鱼复街道办事处,综合管理,2,30,2,0
奉节县,奉节县夔州街道办事处,综合管理,1,8,0,0
奉节县,奉节县夔门街道办事处,综合管理1,1,1,0,0
奉节县,奉节县夔门街道办事处,综合管理2,1,0,0,0
奉节县,奉节县夔门街道办事处,综合管理3,2,13,0,0
奉节县,奉节县夔门街道办事处,综合管理4,1,9,1,0
奉节县,中共奉节县纪律检查委员会,综合管理1,1,0,0,0
奉节县,中共奉节县纪律检查委员会,综合管理2,1,1,0,0
奉节县,中共奉节县纪律检查委员会,综合管理3,2,6,3,1
奉节县,中共奉节县纪律检查委员会,综合管理4,2,28,3,1
奉节县,奉节县教育委员会,综合管理,1,0,0,0
奉节县,奉节县司法局,司法管理1,1,2,0,0
奉节县,奉节县司法局,司法管理2,1,8,2,0
奉节县,奉节县财政局,综合管理,1,4,0,0
奉节县,奉节县规划和自然资源局,规划管理,1,6,1,1
奉节县,奉节县住房和城乡建设委员会,建设管理,1,7,0,0
奉节县,奉节县交通运输委员会,运输管理,1,3,1,0
奉节县,奉节县水利局,水利管理,1,10,3,0
奉节县,奉节县农业农村委员会,综合管理,1,0,0,0
奉节县,奉节县商务委员会,综合管理,1,1,0,0
奉节县,奉节县市场监督管理局,食品药品监管1,1,1,1,0
奉节县,奉节县市场监督管理局,食品药品监管2,2,16,6,2
奉节县,奉节县市场监督管理局,食品药品监管3,2,8,2,1
奉节县,奉节县生态工业园区管理委员会,综合管理,2,21,1,0
奉节县,奉节县档案馆（参照）,综合管理,1,5,2,1
奉节县,中共奉节县委党史研究室（参照）,综合管理,1,3,3,1
奉节县,奉节县行政服务中心（参照）,综合管理,1,2,0,0
奉节县,奉节县国库集中收付中心（参照）,综合管理1,1,8,2,1
奉节县,奉节县国库集中收付中心（参照）,综合管理2,1,4,1,0
奉节县,奉节县国库集中收付中心（参照）,财务管理1,1,2,0,0
奉节县,奉节县国库集中收付中心（参照）,财务管理2,1,6,0,0
奉节县,奉节县国库集中收付中心（参照）,财务管理3,1,1,0,0
奉节县,奉节县劳动人事争议仲裁院（参照）,综合管理1,1,6,1,0
奉节县,奉节县劳动人事争议仲裁院（参照）,综合管理2,1,2,0,0
奉节县,奉节县社会保险事务中心（参照）,综合管理,1,4,0,0
奉节县,奉节县农业经营管理站（参照）,综合管理,1,3,0,0
奉节县,奉节县生态环境保护综合行政执法支队（参照）,行政执法,1,4,1,0
奉节县,奉节县农业综合行政执法支队（参照）,行政执法1,1,5,2,0
奉节县,奉节县农业综合行政执法支队（参照）,行政执法2,1,3,0,0
奉节县,奉节县文化市场综合行政执法支队（参照）,行政执法,1,17,3,1
奉节县,奉节县公安局,基层执法勤务职位1,6,14,5,2
奉节县,奉节县公安局,基层执法勤务职位2,6,23,9,5
奉节县,奉节县公安局,基层执法勤务职位3,3,94,10,1
奉节县,奉节县公安局,基层执法勤务职位4,2,1,0,0
奉节县,奉节县公安局,基层执法勤务职位5,2,4,0,0
奉节县,奉节县公安局,基层警务技术职位（法医）,1,0,0,0
奉节县,奉节县公安局,基层警务技术职位（信息通信）,2,3,0,0
巫山县,巫山县乡镇机关,综合管理1,2,15,2,0
巫山县,巫山县乡镇机关,综合管理2,1,9,2,0
巫山县,巫山县巫峡镇政府,综合管理,1,6,0,0
巫山县,巫山县官渡镇政府,综合管理1,1,2,0,0
巫山县,巫山县官渡镇政府,综合管理2,1,3,0,0
巫山县,巫山县官渡镇政府,综合管理3,1,12,0,0
巫山县,巫山县庙宇镇政府,综合管理,1,11,1,0
巫山县,巫山县福田镇政府,综合管理,1,6,0,0
巫山县,巫山县培石乡政府,综合管理,1,68,0,0
巫山县,巫山县高唐街道办事处,综合管理1,1,10,0,0
巫山县,巫山县高唐街道办事处,综合管理2,1,7,0,0
巫山县,巫山县高唐街道办事处,综合管理3,1,18,0,0
巫山县,巫山县监委派出监察室（乡镇）,综合管理,1,5,1,1
巫山县,巫山县委巡察办,综合管理,1,13,8,0
巫山县,巫山县发展改革委,综合管理,1,6,3,0
巫山县,巫山县教委,综合管理,1,10,1,0
巫山县,巫山县司法局,基层司法助理员1,1,2,0,0
巫山县,巫山县司法局,基层司法助理员2,1,0,0,0
巫山县,巫山县司法局,基层司法助理员3,1,6,0,0
巫山县,巫山县住房城乡建委,综合管理1,1,13,0,0
巫山县,巫山县住房城乡建委,综合管理2,1,8,0,0
巫山县,巫山县水利局,综合管理,1,8,0,0
巫山县,巫山县应急管理局,综合管理1,1,2,0,0
巫山县,巫山县应急管理局,综合管理2,1,9,0,0
巫山县,巫山县市场监管局,行政执法1,1,1,1,0
巫山县,巫山县市场监管局,行政执法2,1,9,1,0
巫山县,巫山县市场监管局,行政执法3,1,10,1,0
巫山县,巫山县市场监管局,行政执法4,1,12,0,0
巫山县,巫山县医保局,综合管理,1,13,3,0
巫山县,巫山县信访办,综合管理,1,3,0,0
巫山县,重庆巫山工业园区管理委员会,综合管理,1,3,0,0
巫山县,巫山县委党史研究室（参照）,综合管理,1,1,0,0
巫山县,巫山县政务服务中心（参照）,财务管理1,1,9,0,0
巫山县,巫山县政务服务中心（参照）,财务管理2,1,5,0,0
巫山县,巫山县机关事务中心（参照）,综合管理1,1,12,0,0
巫山县,巫山县机关事务中心（参照）,综合管理2,1,14,0,0
巫山县,巫山县招投标事务中心（参照）,综合管理,1,5,2,0
巫山县,巫山县最低生活保障事务中心（参照）,综合管理,1,6,0,0
巫山县,巫山县法律援助中心（参照）,法律援助,1,2,1,0
巫山县,巫山县国资管理中心（参照）,国企管理1,1,2,0,0
巫山县,巫山县国资管理中心（参照）,国企管理2,1,1,0,0
巫山县,巫山县财政国库支付中心（参照）,财务管理1,1,4,0,0
巫山县,巫山县财政国库支付中心（参照）,财务管理2,1,2,1,0
巫山县,巫山县财政国库支付中心（参照）,综合管理,1,6,1,0
巫山县,巫山县仲裁院（参照）,综合管理,1,6,0,0
巫山县,巫山县社保事务中心（参照）,综合管理,1,5,0,0
巫山县,巫山县就业人才中心（参照）,综合管理1,1,2,0,0
巫山县,巫山县就业人才中心（参照）,综合管理2,1,3,0,0
巫山县,巫山县畜牧业中心（参照）,综合管理,1,1,1,0
巫山县,巫山县交通运输综合行政执法支队（参照）,行政执法1,1,5,2,0
巫山县,巫山县交通运输综合行政执法支队（参照）,行政执法2,1,8,0,0
巫山县,巫山县农业综合行政执法支队（参照）,农业行政执法1,2,1,0,0
巫山县,巫山县农业综合行政执法支队（参照）,农业行政执法2,1,5,1,0
巫山县,巫山县文化市场综合行政执法支队（参照）,文化市场监管,1,9,0,0
巫山县,巫山县公安局,基层执法勤务职位1,4,42,1,0
巫山县,巫山县公安局,基层执法勤务职位2,2,11,0,0
巫山县,巫山县公安局,基层执法勤务职位3,2,2,0,0
巫山县,巫山县公安局,基层执法勤务职位4,2,10,0,0
巫山县,巫山县公安局,基层执法勤务职位5,2,0,0,0
巫山县,巫山县公安局,基层执法勤务职位6,2,13,1,0
巫山县,巫山县公安局,基层执法勤务职位7,6,19,0,0
巫山县,巫山县公安局,基层执法勤务职位8,5,5,0,0
巫山县,巫山县公安局,基层执法勤务职位9,2,0,0,0
巫山县,巫山县公安局,基层执法勤务职位10,1,17,0,0
巫溪县,巫溪县城厢镇人民政府,综合管理,1,4,0,0
巫溪县,巫溪县菱角镇人民政府,综合管理1,1,7,0,0
巫溪县,巫溪县菱角镇人民政府,综合管理2,1,1,0,0
巫溪县,巫溪县大河乡人民政府,综合管理,1,0,0,0
巫溪县,巫溪县天星乡人民政府,综合管理,1,1,0,0
巫溪县,巫溪县上磺镇人民政府,综合管理1,1,4,0,0
巫溪县,巫溪县上磺镇人民政府,综合管理2,1,0,0,0
巫溪县,巫溪县古路镇人民政府,综合管理1,1,6,0,0
巫溪县,巫溪县古路镇人民政府,综合管理2,1,1,0,0
巫溪县,巫溪县峰灵镇人民政府,综合管理,2,9,0,0
巫溪县,巫溪县文峰镇人民政府,综合管理1,1,4,0,0
巫溪县,巫溪县文峰镇人民政府,综合管理2,1,8,0,0
巫溪县,巫溪县文峰镇人民政府,综合管理3,1,13,0,0
巫溪县,巫溪县文峰镇人民政府,综合管理4,2,1,0,0
巫溪县,巫溪县塘坊镇人民政府,综合管理,1,9,0,0
巫溪县,巫溪县朝阳镇人民政府,综合管理1,1,0,0,0
巫溪县,巫溪县朝阳镇人民政府,综合管理2,1,4,0,0
巫溪县,巫溪县白鹿镇人民政府,综合管理,1,3,0,0
巫溪县,巫溪县尖山镇人民政府,综合管理,2,5,0,0
巫溪县,巫溪县红池坝镇人民政府,产业发展,1,1,0,0
巫溪县,巫溪县红池坝镇人民政府,综合管理,1,10,0,0
巫溪县,巫溪县通城镇人民政府,综合管理1,1,0,0,0
巫溪县,巫溪县通城镇人民政府,综合管理2,1,5,0,0
巫溪县,巫溪县通城镇人民政府,综合管理3,1,0,0,0
